epi_week	date	state	city	ibgeID	newDeaths	deaths	newCases	totalCases
53	2021-01-01	SP	Adolfo/SP	3500204	0	5	0	149
53	2021-01-01	SP	Américo de Campos/SP	3501806	0	12	0	377
53	2021-01-01	SP	Aparecida d'Oeste/SP	3502606	0	9	0	335
53	2021-01-01	SP	Ariranha/SP	3503703	0	10	0	207
53	2021-01-01	SP	Aspásia/SP	3503950	0	2	0	57
53	2021-01-01	SP	Bady Bassitt/SP	3504602	0	23	0	1178
53	2021-01-01	SP	Bálsamo/SP	3504800	0	27	0	622
53	2021-01-01	SP	Cardoso/SP	3510708	0	9	0	240
53	2021-01-01	SP	Catanduva/SP	3511102	0	180	0	4957
53	2021-01-01	SP	Catiguá/SP	3511201	0	8	0	329
53	2021-01-01	SP	Cedral/SP	3511300	0	10	0	341
53	2021-01-01	SP	Cosmorama/SP	3512902	0	21	0	351
53	2021-01-01	SP	Dirce Reis/SP	3513850	0	0	0	28
53	2021-01-01	SP	Dolcinópolis/SP	3514205	0	5	0	80
53	2021-01-01	SP	Elisiário/SP	3514924	0	4	0	193
53	2021-01-01	SP	Embaúba/SP	3514957	0	1	0	62
53	2021-01-01	SP	Estrela d'Oeste/SP	3515202	0	14	0	599
53	2021-01-01	SP	Fernando Prestes/SP	3515608	0	3	0	170
53	2021-01-01	SP	Fernandópolis/SP	3515509	0	72	0	4130
53	2021-01-01	SP	Floreal/SP	3515905	0	1	0	57
53	2021-01-01	SP	Gastão Vidigal/SP	3516804	0	12	0	85
53	2021-01-01	SP	General Salgado/SP	3516903	0	3	0	357
53	2021-01-01	SP	Guapiaçu/SP	3517505	0	33	0	1121
53	2021-01-01	SP	Guarani d'Oeste/SP	3518008	0	0	0	60
53	2021-01-01	SP	Ibirá/SP	3519402	0	13	0	518
53	2021-01-01	SP	Icém/SP	3519808	0	3	0	230
53	2021-01-01	SP	Indiaporã/SP	3520707	0	0	0	46
53	2021-01-01	SP	Ipiguá/SP	3521150	0	10	0	347
53	2021-01-01	SP	Irapuã/SP	3521507	0	4	0	188
53	2021-01-01	SP	Itajobi/SP	3521903	0	13	0	531
53	2021-01-01	SP	Jaci/SP	3524501	0	7	0	386
53	2021-01-01	SP	Jales/SP	3524808	0	71	0	2481
53	2021-01-01	SP	José Bonifácio/SP	3525706	0	27	0	1703
53	2021-01-01	SP	Macaubal/SP	3528106	0	4	0	145
53	2021-01-01	SP	Magda/SP	3528304	0	2	0	56
53	2021-01-01	SP	Marapoama/SP	3528858	0	3	0	96
53	2021-01-01	SP	Marinópolis/SP	3529104	0	1	0	63
53	2021-01-01	SP	Mendonça/SP	3529500	0	10	0	194
53	2021-01-01	SP	Meridiano/SP	3529609	0	5	0	153
53	2021-01-01	SP	Mesópolis/SP	3529658	0	1	0	40
53	2021-01-01	SP	Mira Estrela/SP	3530003	0	1	0	90
53	2021-01-01	SP	Mirassol/SP	3530300	0	64	0	2770
53	2021-01-01	SP	Mirassolândia/SP	3530409	0	2	0	210
53	2021-01-01	SP	Monte Aprazível/SP	3531407	0	24	0	866
53	2021-01-01	SP	Monções/SP	3531001	0	3	0	94
53	2021-01-01	SP	Neves Paulista/SP	3532504	0	8	0	322
53	2021-01-01	SP	Nhandeara/SP	3532603	0	12	0	351
53	2021-01-01	SP	Nipoã/SP	3532702	0	2	0	132
53	2021-01-01	SP	Nova Aliança/SP	3532801	0	7	0	335
53	2021-01-01	SP	Nova Canaã Paulista/SP	3532843	0	2	0	87
53	2021-01-01	SP	Nova Granada/SP	3533007	0	26	0	1185
53	2021-01-01	SP	Novais/SP	3533254	0	8	0	198
53	2021-01-01	SP	Novo Horizonte/SP	3533502	0	34	0	1514
53	2021-01-01	SP	Onda Verde/SP	3534005	0	5	0	292
53	2021-01-01	SP	Orindiúva/SP	3534203	0	5	0	360
53	2021-01-01	SP	Ouroeste/SP	3534757	0	7	0	375
53	2021-01-01	SP	Palestina/SP	3535002	0	7	0	190
53	2021-01-01	SP	Palmares Paulista/SP	3535101	0	15	0	450
53	2021-01-01	SP	Palmeira d'Oeste/SP	3535200	0	6	0	307
53	2021-01-01	SP	Paranapuã/SP	3535903	0	6	0	149
53	2021-01-01	SP	Paraíso/SP	3535705	0	4	0	178
53	2021-01-01	SP	Paulo de Faria/SP	3536604	0	3	0	238
53	2021-01-01	SP	Pedranópolis/SP	3536901	0	3	0	87
53	2021-01-01	SP	Pindorama/SP	3538105	0	17	0	641
53	2021-01-01	SP	Pirangi/SP	3539004	0	16	0	398
53	2021-01-01	SP	Planalto/SP	3539608	0	4	0	226
53	2021-01-01	SP	Poloni/SP	3539905	0	3	0	145
53	2021-01-01	SP	Pontalinda/SP	3540259	0	5	0	92
53	2021-01-01	SP	Pontes Gestal/SP	3540309	0	5	0	151
53	2021-01-01	SP	Populina/SP	3540408	0	3	0	75
53	2021-01-01	SP	Potirendaba/SP	3540804	0	12	0	785
53	2021-01-01	SP	Riolândia/SP	3544202	0	3	0	399
53	2021-01-01	SP	Rubinéia/SP	3544509	0	2	0	103
53	2021-01-01	SP	Sales/SP	3544806	0	6	0	100
53	2021-01-01	SP	Santa Adélia/SP	3545605	0	6	0	441
53	2021-01-01	SP	Santa Albertina/SP	3545704	0	2	0	287
53	2021-01-01	SP	Santa Clara d'Oeste/SP	3546108	0	5	0	75
53	2021-01-01	SP	Santa Fé do Sul/SP	3546603	0	46	0	1427
53	2021-01-01	SP	Santa Rita d'Oeste/SP	3547403	0	1	0	53
53	2021-01-01	SP	Santa Salete/SP	3547650	0	3	0	71
53	2021-01-01	SP	Santana da Ponte Pensa/SP	3547205	0	0	0	20
53	2021-01-01	SP	Sebastianópolis do Sul/SP	3551306	0	1	0	83
53	2021-01-01	SP	São Francisco/SP	3549003	0	4	0	84
53	2021-01-01	SP	São José do Rio Preto/SP	3549805	0	917	0	36185
53	2021-01-01	SP	São João das Duas Pontes/SP	3549201	0	3	0	82
53	2021-01-01	SP	São João de Iracema/SP	3549250	0	3	0	47
53	2021-01-01	SP	Tabapuã/SP	3552601	0	15	0	484
53	2021-01-01	SP	Tanabi/SP	3553401	0	31	0	1605
53	2021-01-01	SP	Três Fronteiras/SP	3554904	0	10	0	290
53	2021-01-01	SP	Turmalina/SP	3555307	0	0	0	45
53	2021-01-01	SP	Ubarana/SP	3555356	0	5	0	312
53	2021-01-01	SP	Uchoa/SP	3555604	0	11	0	476
53	2021-01-01	SP	União Paulista/SP	3555703	0	3	0	91
53	2021-01-01	SP	Urupês/SP	3556008	0	14	0	269
53	2021-01-01	SP	Urânia/SP	3555802	0	18	0	507
53	2021-01-01	SP	Valentim Gentil/SP	3556107	0	14	0	900
53	2021-01-01	SP	Vitória Brasil/SP	3556958	0	0	0	42
53	2021-01-01	SP	Votuporanga/SP	3557105	0	123	0	6659
53	2021-01-01	SP	Zacarias/SP	3557154	0	1	0	136
53	2021-01-01	SP	Álvares Florence/SP	3501202	0	6	0	106
53	2021-01-02	SP	Adolfo/SP	3500204	0	5	0	149
53	2021-01-02	SP	Américo de Campos/SP	3501806	0	12	1	378
53	2021-01-02	SP	Aparecida d'Oeste/SP	3502606	0	9	0	335
53	2021-01-02	SP	Ariranha/SP	3503703	0	10	0	207
53	2021-01-02	SP	Aspásia/SP	3503950	0	2	0	57
53	2021-01-02	SP	Bady Bassitt/SP	3504602	0	23	12	1190
53	2021-01-02	SP	Bálsamo/SP	3504800	0	27	0	622
53	2021-01-02	SP	Cardoso/SP	3510708	0	9	0	240
53	2021-01-02	SP	Catanduva/SP	3511102	0	180	41	4998
53	2021-01-02	SP	Catiguá/SP	3511201	0	8	1	330
53	2021-01-02	SP	Cedral/SP	3511300	0	10	1	342
53	2021-01-02	SP	Cosmorama/SP	3512902	0	21	0	351
53	2021-01-02	SP	Dirce Reis/SP	3513850	0	0	0	28
53	2021-01-02	SP	Dolcinópolis/SP	3514205	0	5	0	80
53	2021-01-02	SP	Elisiário/SP	3514924	0	4	0	193
53	2021-01-02	SP	Embaúba/SP	3514957	0	1	0	62
53	2021-01-02	SP	Estrela d'Oeste/SP	3515202	0	14	14	613
53	2021-01-02	SP	Fernando Prestes/SP	3515608	0	3	2	172
53	2021-01-02	SP	Fernandópolis/SP	3515509	0	72	18	4148
53	2021-01-02	SP	Floreal/SP	3515905	0	1	0	57
53	2021-01-02	SP	Gastão Vidigal/SP	3516804	0	12	0	85
53	2021-01-02	SP	General Salgado/SP	3516903	0	3	0	357
53	2021-01-02	SP	Guapiaçu/SP	3517505	0	33	1	1122
53	2021-01-02	SP	Guarani d'Oeste/SP	3518008	0	0	0	60
53	2021-01-02	SP	Ibirá/SP	3519402	0	13	17	535
53	2021-01-02	SP	Icém/SP	3519808	0	3	0	230
53	2021-01-02	SP	Indiaporã/SP	3520707	0	0	0	46
53	2021-01-02	SP	Ipiguá/SP	3521150	0	10	2	349
53	2021-01-02	SP	Irapuã/SP	3521507	0	4	0	188
53	2021-01-02	SP	Itajobi/SP	3521903	0	13	0	531
53	2021-01-02	SP	Jaci/SP	3524501	0	7	1	387
53	2021-01-02	SP	Jales/SP	3524808	2	73	36	2517
53	2021-01-02	SP	José Bonifácio/SP	3525706	0	27	18	1721
53	2021-01-02	SP	Macaubal/SP	3528106	0	4	1	146
53	2021-01-02	SP	Magda/SP	3528304	0	2	0	56
53	2021-01-02	SP	Marapoama/SP	3528858	0	3	0	96
53	2021-01-02	SP	Marinópolis/SP	3529104	0	1	0	63
53	2021-01-02	SP	Mendonça/SP	3529500	0	10	2	196
53	2021-01-02	SP	Meridiano/SP	3529609	0	5	0	153
53	2021-01-02	SP	Mesópolis/SP	3529658	0	1	0	40
53	2021-01-02	SP	Mira Estrela/SP	3530003	0	1	0	90
53	2021-01-02	SP	Mirassol/SP	3530300	0	64	7	2777
53	2021-01-02	SP	Mirassolândia/SP	3530409	0	2	0	210
53	2021-01-02	SP	Monte Aprazível/SP	3531407	0	24	3	869
53	2021-01-02	SP	Monções/SP	3531001	0	3	0	94
53	2021-01-02	SP	Neves Paulista/SP	3532504	0	8	0	322
53	2021-01-02	SP	Nhandeara/SP	3532603	0	12	1	352
53	2021-01-02	SP	Nipoã/SP	3532702	0	2	0	132
53	2021-01-02	SP	Nova Aliança/SP	3532801	0	7	1	336
53	2021-01-02	SP	Nova Canaã Paulista/SP	3532843	0	2	0	87
53	2021-01-02	SP	Nova Granada/SP	3533007	0	26	10	1195
53	2021-01-02	SP	Novais/SP	3533254	0	8	0	198
53	2021-01-02	SP	Novo Horizonte/SP	3533502	0	34	16	1530
53	2021-01-02	SP	Onda Verde/SP	3534005	0	5	3	295
53	2021-01-02	SP	Orindiúva/SP	3534203	0	5	1	361
53	2021-01-02	SP	Ouroeste/SP	3534757	0	7	0	375
53	2021-01-02	SP	Palestina/SP	3535002	0	7	0	190
53	2021-01-02	SP	Palmares Paulista/SP	3535101	0	15	2	452
53	2021-01-02	SP	Palmeira d'Oeste/SP	3535200	0	6	0	307
53	2021-01-02	SP	Paranapuã/SP	3535903	0	6	0	149
53	2021-01-02	SP	Paraíso/SP	3535705	0	4	1	179
53	2021-01-02	SP	Paulo de Faria/SP	3536604	0	3	2	240
53	2021-01-02	SP	Pedranópolis/SP	3536901	0	3	1	88
53	2021-01-02	SP	Pindorama/SP	3538105	0	17	2	643
53	2021-01-02	SP	Pirangi/SP	3539004	0	16	2	400
53	2021-01-02	SP	Planalto/SP	3539608	0	4	1	227
53	2021-01-02	SP	Poloni/SP	3539905	0	3	2	147
53	2021-01-02	SP	Pontalinda/SP	3540259	0	5	0	92
53	2021-01-02	SP	Pontes Gestal/SP	3540309	0	5	1	152
53	2021-01-02	SP	Populina/SP	3540408	0	3	0	75
53	2021-01-02	SP	Potirendaba/SP	3540804	0	12	5	790
53	2021-01-02	SP	Riolândia/SP	3544202	0	3	0	399
53	2021-01-02	SP	Rubinéia/SP	3544509	0	2	0	103
53	2021-01-02	SP	Sales/SP	3544806	0	6	1	101
53	2021-01-02	SP	Santa Adélia/SP	3545605	0	6	1	442
53	2021-01-02	SP	Santa Albertina/SP	3545704	0	2	1	288
53	2021-01-02	SP	Santa Clara d'Oeste/SP	3546108	0	5	0	75
53	2021-01-02	SP	Santa Fé do Sul/SP	3546603	0	46	6	1433
53	2021-01-02	SP	Santa Rita d'Oeste/SP	3547403	0	1	0	53
53	2021-01-02	SP	Santa Salete/SP	3547650	0	3	4	75
53	2021-01-02	SP	Santana da Ponte Pensa/SP	3547205	0	0	0	20
53	2021-01-02	SP	Sebastianópolis do Sul/SP	3551306	0	1	0	83
53	2021-01-02	SP	São Francisco/SP	3549003	0	4	1	85
53	2021-01-02	SP	São José do Rio Preto/SP	3549805	5	922	183	36368
53	2021-01-02	SP	São João das Duas Pontes/SP	3549201	0	3	0	82
53	2021-01-02	SP	São João de Iracema/SP	3549250	0	3	0	47
53	2021-01-02	SP	Tabapuã/SP	3552601	0	15	1	485
53	2021-01-02	SP	Tanabi/SP	3553401	0	31	4	1609
53	2021-01-02	SP	Três Fronteiras/SP	3554904	0	10	0	290
53	2021-01-02	SP	Turmalina/SP	3555307	0	0	0	45
53	2021-01-02	SP	Ubarana/SP	3555356	0	5	0	312
53	2021-01-02	SP	Uchoa/SP	3555604	0	11	0	476
53	2021-01-02	SP	União Paulista/SP	3555703	0	3	0	91
53	2021-01-02	SP	Urupês/SP	3556008	0	14	1	270
53	2021-01-02	SP	Urânia/SP	3555802	0	18	4	511
53	2021-01-02	SP	Valentim Gentil/SP	3556107	0	14	0	900
53	2021-01-02	SP	Vitória Brasil/SP	3556958	0	0	0	42
53	2021-01-02	SP	Votuporanga/SP	3557105	0	123	17	6676
53	2021-01-02	SP	Zacarias/SP	3557154	0	1	0	136
53	2021-01-02	SP	4	3501202	0	6	0	106
101	2021-01-03	SP	Adolfo/SP	3500204	0	5	0	149
101	2021-01-03	SP	Américo de Campos/SP	3501806	0	12	0	378
101	2021-01-03	SP	Aparecida d'Oeste/SP	3502606	0	9	0	335
101	2021-01-03	SP	Ariranha/SP	3503703	0	10	0	207
101	2021-01-03	SP	Aspásia/SP	3503950	0	2	0	57
101	2021-01-03	SP	Bady Bassitt/SP	3504602	0	23	3	1193
101	2021-01-03	SP	Bálsamo/SP	3504800	0	27	3	625
101	2021-01-03	SP	Cardoso/SP	3510708	0	9	0	240
101	2021-01-03	SP	Catanduva/SP	3511102	1	181	8	5006
101	2021-01-03	SP	Catiguá/SP	3511201	0	8	2	332
101	2021-01-03	SP	Cedral/SP	3511300	0	10	2	344
101	2021-01-03	SP	Cosmorama/SP	3512902	0	21	0	351
101	2021-01-03	SP	Dirce Reis/SP	3513850	1	1	0	28
101	2021-01-03	SP	Dolcinópolis/SP	3514205	0	5	0	80
101	2021-01-03	SP	Elisiário/SP	3514924	0	4	0	193
101	2021-01-03	SP	Embaúba/SP	3514957	0	1	0	62
101	2021-01-03	SP	Estrela d'Oeste/SP	3515202	0	14	5	618
101	2021-01-03	SP	Fernando Prestes/SP	3515608	0	3	0	172
101	2021-01-03	SP	Fernandópolis/SP	3515509	0	72	2	4150
101	2021-01-03	SP	Floreal/SP	3515905	0	1	2	59
101	2021-01-03	SP	Gastão Vidigal/SP	3516804	0	12	0	85
101	2021-01-03	SP	General Salgado/SP	3516903	0	3	0	357
101	2021-01-03	SP	Guapiaçu/SP	3517505	0	33	0	1122
101	2021-01-03	SP	Guarani d'Oeste/SP	3518008	0	0	0	60
101	2021-01-03	SP	Ibirá/SP	3519402	0	13	0	535
101	2021-01-03	SP	Icém/SP	3519808	0	3	2	232
101	2021-01-03	SP	Indiaporã/SP	3520707	1	1	0	46
101	2021-01-03	SP	Ipiguá/SP	3521150	0	10	1	350
101	2021-01-03	SP	Irapuã/SP	3521507	0	4	0	188
101	2021-01-03	SP	Itajobi/SP	3521903	0	13	0	531
101	2021-01-03	SP	Jaci/SP	3524501	0	7	0	387
101	2021-01-03	SP	Jales/SP	3524808	3	76	0	2517
101	2021-01-03	SP	José Bonifácio/SP	3525706	0	27	22	1743
101	2021-01-03	SP	Macaubal/SP	3528106	0	4	0	146
101	2021-01-03	SP	Magda/SP	3528304	0	2	0	56
101	2021-01-03	SP	Marapoama/SP	3528858	0	3	1	97
101	2021-01-03	SP	Marinópolis/SP	3529104	0	1	0	63
101	2021-01-03	SP	Mendonça/SP	3529500	0	10	1	197
101	2021-01-03	SP	Meridiano/SP	3529609	0	5	0	153
101	2021-01-03	SP	Mesópolis/SP	3529658	0	1	0	40
101	2021-01-03	SP	Mira Estrela/SP	3530003	0	1	0	90
101	2021-01-03	SP	Mirassol/SP	3530300	2	66	14	2791
101	2021-01-03	SP	Mirassolândia/SP	3530409	0	2	0	210
101	2021-01-03	SP	Monte Aprazível/SP	3531407	0	24	0	869
101	2021-01-03	SP	Monções/SP	3531001	0	3	0	94
101	2021-01-03	SP	Neves Paulista/SP	3532504	0	8	1	323
101	2021-01-03	SP	Nhandeara/SP	3532603	2	14	2	354
101	2021-01-03	SP	Nipoã/SP	3532702	0	2	0	132
101	2021-01-03	SP	Nova Aliança/SP	3532801	0	7	0	336
101	2021-01-03	SP	Nova Canaã Paulista/SP	3532843	0	2	0	87
101	2021-01-03	SP	Nova Granada/SP	3533007	0	26	1	1196
101	2021-01-03	SP	Novais/SP	3533254	0	8	0	198
101	2021-01-03	SP	Novo Horizonte/SP	3533502	0	34	1	1531
101	2021-01-03	SP	Onda Verde/SP	3534005	0	5	1	296
101	2021-01-03	SP	Orindiúva/SP	3534203	0	5	0	361
101	2021-01-03	SP	Ouroeste/SP	3534757	0	7	0	375
101	2021-01-03	SP	Palestina/SP	3535002	0	7	3	193
101	2021-01-03	SP	Palmares Paulista/SP	3535101	0	15	1	453
101	2021-01-03	SP	Palmeira d'Oeste/SP	3535200	0	6	5	312
101	2021-01-03	SP	Paranapuã/SP	3535903	0	6	0	149
101	2021-01-03	SP	Paraíso/SP	3535705	0	4	1	180
101	2021-01-03	SP	Paulo de Faria/SP	3536604	0	3	0	240
101	2021-01-03	SP	Pedranópolis/SP	3536901	0	3	0	88
101	2021-01-03	SP	Pindorama/SP	3538105	0	17	4	647
101	2021-01-03	SP	Pirangi/SP	3539004	0	16	0	400
101	2021-01-03	SP	Planalto/SP	3539608	0	4	0	227
101	2021-01-03	SP	Poloni/SP	3539905	0	3	1	148
101	2021-01-03	SP	Pontalinda/SP	3540259	0	5	0	92
101	2021-01-03	SP	Pontes Gestal/SP	3540309	0	5	0	152
101	2021-01-03	SP	Populina/SP	3540408	0	3	0	75
101	2021-01-03	SP	Potirendaba/SP	3540804	0	12	5	795
101	2021-01-03	SP	Riolândia/SP	3544202	0	3	0	399
101	2021-01-03	SP	Rubinéia/SP	3544509	0	2	0	103
101	2021-01-03	SP	Sales/SP	3544806	0	6	3	104
101	2021-01-03	SP	Santa Adélia/SP	3545605	0	6	0	442
101	2021-01-03	SP	Santa Albertina/SP	3545704	0	2	1	289
101	2021-01-03	SP	Santa Clara d'Oeste/SP	3546108	0	5	0	75
101	2021-01-03	SP	Santa Fé do Sul/SP	3546603	0	46	0	1433
101	2021-01-03	SP	Santa Rita d'Oeste/SP	3547403	0	1	0	53
101	2021-01-03	SP	Santa Salete/SP	3547650	0	3	0	75
101	2021-01-03	SP	Santana da Ponte Pensa/SP	3547205	0	0	0	20
101	2021-01-03	SP	Sebastianópolis do Sul/SP	3551306	0	1	0	83
101	2021-01-03	SP	São Francisco/SP	3549003	0	4	1	86
101	2021-01-03	SP	São José do Rio Preto/SP	3549805	6	928	205	36573
101	2021-01-03	SP	São João das Duas Pontes/SP	3549201	0	3	0	82
101	2021-01-03	SP	São João de Iracema/SP	3549250	0	3	0	47
101	2021-01-03	SP	Tabapuã/SP	3552601	0	15	0	485
101	2021-01-03	SP	Tanabi/SP	3553401	0	31	2	1611
101	2021-01-03	SP	Três Fronteiras/SP	3554904	1	11	1	291
101	2021-01-03	SP	Turmalina/SP	3555307	0	0	0	45
101	2021-01-03	SP	Ubarana/SP	3555356	0	5	0	312
101	2021-01-03	SP	Uchoa/SP	3555604	0	11	0	476
101	2021-01-03	SP	União Paulista/SP	3555703	0	3	0	91
101	2021-01-03	SP	Urupês/SP	3556008	0	14	0	270
101	2021-01-03	SP	Urânia/SP	3555802	0	18	0	511
101	2021-01-03	SP	Valentim Gentil/SP	3556107	0	14	2	902
101	2021-01-03	SP	Vitória Brasil/SP	3556958	0	0	0	42
101	2021-01-03	SP	Votuporanga/SP	3557105	1	124	46	6722
101	2021-01-03	SP	Zacarias/SP	3557154	0	1	0	136
101	2021-01-03	SP	Álvares Florence/SP	3501202	0	6	0	106
101	2021-01-04	SP	Adolfo/SP	3500204	0	5	0	149
101	2021-01-04	SP	Américo de Campos/SP	3501806	0	12	0	378
101	2021-01-04	SP	Aparecida d'Oeste/SP	3502606	0	9	0	335
101	2021-01-04	SP	Ariranha/SP	3503703	0	10	0	207
101	2021-01-04	SP	Aspásia/SP	3503950	0	2	0	57
101	2021-01-04	SP	Bady Bassitt/SP	3504602	0	23	9	1202
101	2021-01-04	SP	Bálsamo/SP	3504800	0	27	3	628
101	2021-01-04	SP	Cardoso/SP	3510708	1	10	0	240
101	2021-01-04	SP	Catanduva/SP	3511102	0	181	4	5010
101	2021-01-04	SP	Catiguá/SP	3511201	0	8	0	332
101	2021-01-04	SP	Cedral/SP	3511300	0	10	1	345
101	2021-01-04	SP	Cosmorama/SP	3512902	0	21	0	351
101	2021-01-04	SP	Dirce Reis/SP	3513850	0	1	0	28
101	2021-01-04	SP	Dolcinópolis/SP	3514205	0	5	1	81
101	2021-01-04	SP	Elisiário/SP	3514924	0	4	0	193
101	2021-01-04	SP	Embaúba/SP	3514957	0	1	0	62
101	2021-01-04	SP	Estrela d'Oeste/SP	3515202	0	14	0	618
101	2021-01-04	SP	Fernando Prestes/SP	3515608	0	3	0	172
101	2021-01-04	SP	Fernandópolis/SP	3515509	0	72	24	4174
101	2021-01-04	SP	Floreal/SP	3515905	0	1	0	59
101	2021-01-04	SP	Gastão Vidigal/SP	3516804	0	12	0	85
101	2021-01-04	SP	General Salgado/SP	3516903	0	3	0	357
101	2021-01-04	SP	Guapiaçu/SP	3517505	0	33	0	1122
101	2021-01-04	SP	Guarani d'Oeste/SP	3518008	0	0	0	60
101	2021-01-04	SP	Ibirá/SP	3519402	0	13	0	535
101	2021-01-04	SP	Icém/SP	3519808	0	3	0	232
101	2021-01-04	SP	Indiaporã/SP	3520707	0	1	0	46
101	2021-01-04	SP	Ipiguá/SP	3521150	0	10	1	351
101	2021-01-04	SP	Irapuã/SP	3521507	0	4	1	189
101	2021-01-04	SP	Itajobi/SP	3521903	0	13	0	531
101	2021-01-04	SP	Jaci/SP	3524501	0	7	2	389
101	2021-01-04	SP	Jales/SP	3524808	0	76	2	2519
101	2021-01-04	SP	José Bonifácio/SP	3525706	0	27	7	1750
101	2021-01-04	SP	Macaubal/SP	3528106	0	4	0	146
101	2021-01-04	SP	Magda/SP	3528304	0	2	0	56
101	2021-01-04	SP	Marapoama/SP	3528858	0	3	0	97
101	2021-01-04	SP	Marinópolis/SP	3529104	0	1	0	63
101	2021-01-04	SP	Mendonça/SP	3529500	0	10	1	198
101	2021-01-04	SP	Meridiano/SP	3529609	0	5	1	154
101	2021-01-04	SP	Mesópolis/SP	3529658	0	1	0	40
101	2021-01-04	SP	Mira Estrela/SP	3530003	0	1	0	90
101	2021-01-04	SP	Mirassol/SP	3530300	0	66	5	2796
101	2021-01-04	SP	Mirassolândia/SP	3530409	0	2	1	211
101	2021-01-04	SP	Monte Aprazível/SP	3531407	0	24	1	870
101	2021-01-04	SP	Monções/SP	3531001	0	3	0	94
101	2021-01-04	SP	Neves Paulista/SP	3532504	0	8	0	323
101	2021-01-04	SP	Nhandeara/SP	3532603	0	14	0	354
101	2021-01-04	SP	Nipoã/SP	3532702	0	2	0	132
101	2021-01-04	SP	Nova Aliança/SP	3532801	0	7	2	338
101	2021-01-04	SP	Nova Canaã Paulista/SP	3532843	0	2	0	87
101	2021-01-04	SP	Nova Granada/SP	3533007	0	26	1	1197
101	2021-01-04	SP	Novais/SP	3533254	0	8	0	198
101	2021-01-04	SP	Novo Horizonte/SP	3533502	0	34	2	1533
101	2021-01-04	SP	Onda Verde/SP	3534005	0	5	0	296
101	2021-01-04	SP	Orindiúva/SP	3534203	0	5	0	361
101	2021-01-04	SP	Ouroeste/SP	3534757	0	7	2	377
101	2021-01-04	SP	Palestina/SP	3535002	0	7	18	211
101	2021-01-04	SP	Palmares Paulista/SP	3535101	0	15	0	453
101	2021-01-04	SP	Palmeira d'Oeste/SP	3535200	0	6	0	312
101	2021-01-04	SP	Paranapuã/SP	3535903	0	6	2	151
101	2021-01-04	SP	Paraíso/SP	3535705	0	4	3	183
101	2021-01-04	SP	Paulo de Faria/SP	3536604	0	3	0	240
101	2021-01-04	SP	Pedranópolis/SP	3536901	0	3	0	88
101	2021-01-04	SP	Pindorama/SP	3538105	0	17	0	647
101	2021-01-04	SP	Pirangi/SP	3539004	0	16	0	400
101	2021-01-04	SP	Planalto/SP	3539608	0	4	1	228
101	2021-01-04	SP	Poloni/SP	3539905	0	3	2	150
101	2021-01-04	SP	Pontalinda/SP	3540259	0	5	0	92
101	2021-01-04	SP	Pontes Gestal/SP	3540309	0	5	0	152
101	2021-01-04	SP	Populina/SP	3540408	0	3	0	75
101	2021-01-04	SP	Potirendaba/SP	3540804	0	12	3	798
101	2021-01-04	SP	Riolândia/SP	3544202	0	3	0	399
101	2021-01-04	SP	Rubinéia/SP	3544509	0	2	0	103
101	2021-01-04	SP	Sales/SP	3544806	0	6	1	105
101	2021-01-04	SP	Santa Adélia/SP	3545605	0	6	0	442
101	2021-01-04	SP	Santa Albertina/SP	3545704	0	2	0	289
101	2021-01-04	SP	Santa Clara d'Oeste/SP	3546108	0	5	0	75
101	2021-01-04	SP	Santa Fé do Sul/SP	3546603	0	46	1	1434
101	2021-01-04	SP	Santa Rita d'Oeste/SP	3547403	0	1	0	53
101	2021-01-04	SP	Santa Salete/SP	3547650	0	3	0	75
101	2021-01-04	SP	Santana da Ponte Pensa/SP	3547205	0	0	0	20
101	2021-01-04	SP	Sebastianópolis do Sul/SP	3551306	0	1	0	83
101	2021-01-04	SP	São Francisco/SP	3549003	0	4	0	86
101	2021-01-04	SP	São José do Rio Preto/SP	3549805	3	931	96	36669
101	2021-01-04	SP	São João das Duas Pontes/SP	3549201	0	3	0	82
101	2021-01-04	SP	São João de Iracema/SP	3549250	0	3	0	47
101	2021-01-04	SP	Tabapuã/SP	3552601	0	15	0	485
101	2021-01-04	SP	Tanabi/SP	3553401	0	31	4	1615
101	2021-01-04	SP	Três Fronteiras/SP	3554904	0	11	0	291
101	2021-01-04	SP	Turmalina/SP	3555307	0	0	0	45
101	2021-01-04	SP	Ubarana/SP	3555356	0	5	1	313
101	2021-01-04	SP	Uchoa/SP	3555604	0	11	0	476
101	2021-01-04	SP	União Paulista/SP	3555703	0	3	0	91
101	2021-01-04	SP	Urupês/SP	3556008	0	14	0	270
101	2021-01-04	SP	Urânia/SP	3555802	0	18	0	511
101	2021-01-04	SP	Valentim Gentil/SP	3556107	0	14	0	902
101	2021-01-04	SP	Vitória Brasil/SP	3556958	0	0	0	42
101	2021-01-04	SP	Votuporanga/SP	3557105	0	124	8	6730
101	2021-01-04	SP	Zacarias/SP	3557154	0	1	0	136
101	2021-01-04	SP	Álvares Florence/SP	3501202	0	6	0	106
101	2021-01-05	SP	Adolfo/SP	3500204	0	5	0	149
101	2021-01-05	SP	Américo de Campos/SP	3501806	0	12	1	379
101	2021-01-05	SP	Aparecida d'Oeste/SP	3502606	0	9	0	335
101	2021-01-05	SP	Ariranha/SP	3503703	0	10	1	208
101	2021-01-05	SP	Aspásia/SP	3503950	0	2	0	57
